Age,Attrition,BusinessTravel,DailyRate($),Department,DistanceFromHome,Education,EducationField,EmployeeNumber#,EnvironmentSatisfaction,Gender,JobLevel,Job+Role,JobSatisfaction,MaritalStatus,MonthlyIncome($),NumCompaniesWorked#,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,Yes,Non-Travel,628,Sales,16,5,Life Sciences,1965,4,Male,2,Sales Executive,2,Married,15284,5,Yes,14,3,0,19,2,1,13,7,11,5
35,Yes,Travel_Frequently,1111,Research & Development,7,1,Medical,1966,2,Female,1,Healthcare Representative,3,Married,11457,0,No,13,3,1,19,5,1,35,13,15,8
49,Yes,Non-Travel,1176,Sales,12,1,Marketing,1967,4,Male,3,Sales Representative,4,Single,16618,9,Yes,25,3,1,21,2,3,23,1,13,2
26,Yes,Travel_Frequently,1310,Sales,23,4,Life Sciences,1968,1,Female,1,Sales Executive,4,Married,13109,9,Yes,14,4,1,17,2,2,22,9,6,16
32,Yes,Travel_Frequently,1497,Research & Development,10,5,Life Sciences,1969,1,Male,3,Manufacturing Director,1,Single,6004,6,No,23,4,1,13,6,3,20,15,5,14
42,Yes,Travel_Rarely,1360,Research & Development,29,5,Medical,1970,4,Female,4,Laboratory Technician,3,Single,16013,6,No,20,4,2,38,3,2,20,10,5,11
35,Yes,Non-Travel,451,Sales,22,3,Technical Degree,1971,3,Female,4,Sales Representative,2,Single,15063,0,No,11,3,3,34,1,4,9,13,3,2
29,Yes,Travel_Rarely,927,Research & Development,8,3,Life Sciences,1972,3,Male,4,Laboratory Technician,2,Single,5922,6,No,12,3,0,5,4,2,4,1,12,5
41,Yes,Non-Travel,238,Sales,7,2,Marketing,1973,2,Female,5,Sales Representative,4,Single,10720,9,Yes,23,3,1,8,6,3,8,2,10,1
25,Yes,Travel_Rarely,1145,Research & Development,20,1,Life Sciences,1974,3,Male,1,Manufacturing Director,3,Married,15444,6,Yes,11,4,0,32,6,4,24,9,6,13
52,Yes,Travel_Rarely,1264,Research & Development,21,4,Medical,1975,1,Male,1,Healthcare Representative,4,Married,19758,7,Yes,11,3,1,29,6,4,6,6,10,17
44,Yes,Travel_Rarely,1283,Sales,5,1,Marketing,1976,3,Female,3,Sales Executive,4,Married,2463,4,No,19,3,3,36,0,4,7,14,5,8
42,Yes,Travel_Rarely,727,Sales,1,3,Medical,1977,4,Male,5,Sales Executive,3,Married,12438,4,No,17,3,1,32,6,3,31,3,4,0
37,Yes,Non-Travel,128,Research & Development,17,3,Technical Degree,1978,4,Female,3,Research Scientist,3,Single,17060,7,Yes,18,3,1,11,6,1,7,14,2,9
41,Yes,Non-Travel,152,Sales,26,2,Marketing,1979,2,Female,1,Sales Executive,3,Single,11925,2,No,25,3,0,33,6,1,27,3,7,13
42,Yes,Non-Travel,1176,Research & Development,10,1,Technical Degree,1980,2,Male,1,Research Scientist,3,Single,4063,9,No,21,4,3,38,2,3,26,14,3,3
51,Yes,Non-Travel,967,Research & Development,22,3,Medical,1981,2,Male,3,Research Scientist,3,Single,3682,7,Yes,20,3,1,15,0,4,16,8,6,4
28,Yes,Travel_Frequently,140,Research & Development,16,5,Medical,1982,2,Male,4,Laboratory Technician,2,Married,12986,8,Yes,18,3,3,39,0,4,36,10,7,4
24,Yes,Travel_Frequently,668,Research & Development,7,1,Life Sciences,1983,1,Female,5,Laboratory Technician,1,Married,1154,8,No,17,3,3,19,3,2,25,12,13,0
29,Yes,Travel_Frequently,1478,Research & Development,5,5,Life Sciences,1984,3,Male,2,Laboratory Technician,2,Single,7251,1,Yes,15,4,1,18,4,2,13,16,13,12
22,Yes,Travel_Rarely,918,Research & Development,26,2,Medical,1985,3,Male,2,Manufacturing Director,3,Divorced,17961,3,No,16,3,2,32,2,4,27,1,11,3
31,Yes,Non-Travel,756,Research & Development,17,1,Medical,1986,2,Male,5,Laboratory Technician,1,Single,1707,1,No,22,3,2,17,2,2,26,2,4,6
37,Yes,Travel_Frequently,501,Research & Development,18,1,Life Sciences,1987,2,Male,4,Laboratory Technician,3,Single,19545,9,No,11,3,1,31,5,4,15,17,12,9
45,Yes,Travel_Rarely,1115,Research & Development,9,1,Life Sciences,1988,1,Male,2,Manager,4,Married,7713,7,Yes,15,4,3,21,3,1,40,5,9,3
60,Yes,Non-Travel,1078,Research & Development,16,4,Life Sciences,1989,3,Male,4,Laboratory Technician,2,Divorced,4861,1,Yes,24,3,1,39,3,2,7,13,4,6
60,Yes,Travel_Rarely,229,Research & Development,20,3,Medical,1990,3,Male,4,Laboratory Technician,1,Divorced,13854,2,Yes,11,4,3,3,5,2,11,7,15,17
32,Yes,Travel_Frequently,339,Sales,18,5,Marketing,1991,1,Male,4,Sales Executive,3,Single,5918,5,Yes,25,4,0,26,2,3,28,4,9,4
44,Yes,Non-Travel,1077,Research & Development,6,4,Life Sciences,1992,4,Male,5,Laboratory Technician,1,Single,3249,0,No,25,3,0,5,5,1,18,16,1,10
53,Yes,Travel_Frequently,428,Research & Development,2,1,Medical,1993,4,Male,1,Research Scientist,2,Married,12668,8,No,16,3,2,13,4,2,19,10,0,3
40,Yes,Non-Travel,1407,Research & Development,26,4,Medical,1994,2,Male,5,Research Scientist,3,Married,16011,0,Yes,19,4,2,0,5,2,34,4,9,11
26,Yes,Non-Travel,129,Sales,14,5,Medical,1995,3,Female,3,Sales Executive,2,Married,2415,2,Yes,11,4,1,37,1,3,23,12,7,6
46,Yes,Travel_Frequently,926,Research & Development,19,1,Other,1996,2,Male,1,Laboratory Technician,1,Married,9787,6,Yes,25,4,1,33,0,2,26,13,11,6
49,Yes,Travel_Rarely,1438,Sales,10,1,Technical Degree,1997,1,Female,3,Sales Representative,4,Single,10753,0,Yes,19,4,3,18,0,3,38,3,1,6
59,Yes,Non-Travel,388,Sales,19,4,Marketing,1998,4,Female,5,Sales Representative,1,Single,9041,2,Yes,18,4,2,36,5,3,6,15,8,9
20,Yes,Non-Travel,1234,Sales,22,1,Marketing,1999,1,Male,5,Sales Executive,3,Single,16113,2,No,16,4,3,1,4,3,12,6,13,0
31,Yes,Non-Travel,347,Sales,27,5,Marketing,2000,3,Male,3,Sales Executive,2,Married,16833,5,Yes,24,3,1,26,2,1,38,8,5,4
36,Yes,Travel_Frequently,1119,Sales,28,4,Life Sciences,2001,2,Female,1,Sales Representative,1,Single,12020,6,No,14,3,3,32,5,1,28,15,8,10
41,Yes,Non-Travel,283,Sales,14,3,Marketing,2002,2,Male,3,Sales Executive,2,Single,12277,4,Yes,24,3,1,11,6,4,11,16,6,15
39,Yes,Travel_Frequently,307,Research & Development,12,2,Technical Degree,2003,1,Male,4,Research Scientist,4,Single,17394,9,No,11,4,3,2,1,4,12,9,0,8
58,Yes,Travel_Frequently,1005,Research & Development,27,3,Technical Degree,2004,4,Male,1,Research Scientist,2,Single,12703,5,Yes,17,3,1,7,0,3,12,1,5,2
45,Yes,Non-Travel,187,Research & Development,13,1,Medical,2005,1,Male,2,Laboratory Technician,1,Married,18573,1,No,14,3,3,27,1,3,38,9,2,4
44,Yes,Travel_Frequently,916,Sales,3,1,Technical Degree,2006,2,Female,4,Sales Representative,2,Single,14061,0,Yes,16,4,0,1,5,2,29,15,2,5
24,Yes,Non-Travel,496,Sales,4,4,Marketing,2007,4,Female,5,Sales Representative,2,Divorced,16846,6,No,22,3,2,31,2,3,40,14,11,13
53,Yes,Non-Travel,1052,Research & Development,21,5,Technical Degree,2008,2,Female,2,Research Scientist,1,Married,13947,8,No,25,4,0,18,2,3,13,0,0,17
32,Yes,Non-Travel,1071,Human Resources,28,2,Technical Degree,2009,1,Male,1,Human Resources,4,Single,9030,4,No,22,3,3,16,4,1,11,8,4,8
54,Yes,Non-Travel,669,Research & Development,16,1,Medical,2010,4,Male,2,Manager,1,Married,3252,1,Yes,18,3,0,38,1,3,22,8,8,15
31,Yes,Travel_Rarely,419,Research & Development,16,4,Medical,2011,3,Male,5,Laboratory Technician,1,Divorced,14754,1,No,19,3,3,7,4,1,1,11,13,17
46,Yes,Travel_Frequently,386,Research & Development,10,3,Life Sciences,2012,3,Male,3,Healthcare Representative,2,Married,19499,3,No,14,3,1,27,2,1,8,8,5,15
33,Yes,Non-Travel,647,Human Resources,28,2,Human Resources,2013,2,Female,3,Human Resources,2,Divorced,16277,1,Yes,23,4,1,8,6,3,20,1,7,17
46,Yes,Travel_Frequently,366,Research & Development,11,1,Technical Degree,2014,2,Male,3,Laboratory Technician,2,Single,11587,3,No,20,3,2,8,5,4,2,11,5,17
36,Yes,Travel_Rarely,433,Human Resources,28,1,Life Sciences,2015,4,Female,2,Human Resources,1,Divorced,4705,3,Yes,22,3,1,7,6,2,38,1,8,8
31,Yes,Non-Travel,459,Sales,8,1,Marketing,2016,2,Male,4,Sales Representative,1,Single,12385,9,Yes,14,4,1,17,3,4,2,12,9,15
18,Yes,Travel_Rarely,999,Research & Development,5,5,Technical Degree,2017,1,Male,4,Laboratory Technician,2,Single,11236,1,Yes,19,4,0,36,3,3,29,15,8,1
36,Yes,Travel_Frequently,797,Sales,11,3,Other,2018,2,Male,1,Sales Executive,2,Married,7599,8,No,25,3,3,21,4,2,11,7,9,9
29,Yes,Travel_Frequently,535,Research & Development,25,4,Life Sciences,2019,1,Female,1,Laboratory Technician,2,Married,5984,9,Yes,11,4,0,18,1,3,13,15,0,1
26,Yes,Travel_Rarely,786,Sales,10,4,Life Sciences,2020,2,Male,2,Sales Representative,4,Married,5928,9,No,22,4,0,31,4,1,5,7,6,2
38,Yes,Travel_Frequently,1218,Sales,9,2,Medical,2021,4,Male,3,Sales Executive,4,Divorced,3982,2,No,22,4,0,3,5,2,40,5,2,5
18,Yes,Travel_Rarely,956,Sales,8,3,Marketing,2022,3,Male,2,Sales Representative,4,Divorced,9036,0,No,13,4,3,36,2,1,31,10,5,15
35,Yes,Travel_Frequently,971,Sales,13,3,Life Sciences,2023,3,Female,3,Sales Executive,4,Married,5505,6,No,15,4,2,34,2,1,6,2,5,0
25,Yes,Non-Travel,593,Research & Development,12,2,Medical,2024,4,Male,2,Research Scientist,4,Single,10738,9,Yes,12,4,2,12,0,3,15,2,2,1
30,Yes,Non-Travel,270,Research & Development,26,3,Life Sciences,2025,2,Male,3,Research Scientist,2,Single,15335,9,Yes,20,3,1,14,2,4,15,13,6,17
51,Yes,Non-Travel,109,Sales,25,3,Life Sciences,2026,1,Female,4,Sales Executive,2,Single,12223,9,No,18,4,0,32,3,2,0,10,13,6
60,Yes,Travel_Frequently,122,Sales,26,1,Technical Degree,2027,2,Male,2,Sales Executive,1,Married,19512,6,Yes,11,4,2,8,2,4,38,11,0,7
23,Yes,Non-Travel,1452,Research & Development,12,4,Life Sciences,2028,1,Female,4,Research Scientist,2,Single,13037,4,Yes,12,3,3,12,4,4,39,8,2,10
46,Yes,Non-Travel,1073,Research & Development,2,3,Medical,2029,2,Male,5,Research Scientist,3,Divorced,2358,7,Yes,23,3,1,20,0,1,22,16,6,6
51,Yes,Non-Travel,245,Research & Development,20,1,Other,2030,4,Male,5,Research Scientist,2,Single,15297,8,Yes,15,4,2,27,0,1,2,8,14,16
51,Yes,Non-Travel,133,Sales,9,2,Life Sciences,2031,4,Female,4,Sales Executive,3,Single,7600,0,Yes,14,4,2,8,2,2,24,5,0,5
39,Yes,Travel_Rarely,1218,Research & Development,9,2,Medical,2032,2,Male,2,Manager,2,Married,1012,2,Yes,25,3,2,11,3,3,18,1,7,11
20,Yes,Travel_Frequently,562,Sales,25,1,Technical Degree,2033,4,Male,5,Sales Executive,3,Single,8592,3,No,25,4,2,32,3,1,8,6,14,4
42,Yes,Travel_Frequently,585,Research & Development,5,3,Life Sciences,2034,3,Male,2,Laboratory Technician,2,Married,8154,7,Yes,22,4,3,18,4,1,35,6,13,6
55,Yes,Non-Travel,333,Research & Development,10,1,Life Sciences,2035,2,Female,2,Laboratory Technician,1,Married,18882,2,Yes,19,4,0,18,2,4,23,4,13,11
59,Yes,Non-Travel,1186,Sales,4,3,Marketing,2036,2,Female,2,Sales Executive,3,Single,8285,8,No,18,3,1,9,2,3,33,6,10,14
35,Yes,Travel_Frequently,154,Research & Development,23,2,Life Sciences,2037,4,Male,3,Research Director,2,Single,16558,8,Yes,11,3,3,32,3,1,19,7,1,13
28,Yes,Non-Travel,1410,Research & Development,16,4,Medical,2038,1,Male,1,Research Scientist,1,Single,16617,9,No,25,4,1,7,4,2,3,17,5,16
27,Yes,Travel_Frequently,1464,Sales,29,1,Marketing,2039,3,Female,5,Sales Executive,1,Married,6562,3,No,11,3,1,12,0,3,38,9,12,9
46,Yes,Non-Travel,1473,Sales,14,4,Medical,2040,2,Male,5,Sales Executive,2,Single,14324,1,No,15,4,1,29,2,1,25,13,14,11
24,Yes,Travel_Frequently,939,Research & Development,7,2,Medical,2041,1,Female,5,Research Scientist,2,Married,12714,1,Yes,18,3,1,19,5,1,39,17,7,7
31,Yes,Travel_Rarely,200,Research & Development,12,4,Life Sciences,2042,1,Female,4,Research Scientist,2,Divorced,9432,3,Yes,15,4,3,3,5,4,3,16,6,5
58,Yes,Non-Travel,1421,Sales,14,1,Medical,2043,3,Female,5,Sales Representative,4,Divorced,13720,3,Yes,22,4,1,29,5,2,30,6,13,3
53,Yes,Travel_Rarely,138,Research & Development,21,4,Life Sciences,2044,3,Male,2,Laboratory Technician,4,Single,6338,0,Yes,11,4,0,4,1,3,14,14,2,6
43,Yes,Travel_Rarely,410,Research & Development,19,5,Life Sciences,2045,4,Male,1,Laboratory Technician,2,Divorced,5939,7,Yes,15,3,0,35,5,3,32,7,13,9
25,Yes,Travel_Rarely,943,Sales,10,2,Medical,2046,2,Female,5,Sales Representative,3,Single,15152,9,No,13,4,0,31,2,3,30,9,5,3
33,Yes,Non-Travel,997,Research & Development,20,2,Other,2047,3,Female,1,Research Scientist,1,Single,6047,2,No,16,3,0,0,2,4,35,3,14,5
50,Yes,Non-Travel,1190,Research & Development,27,2,Life Sciences,2048,2,Female,4,Manufacturing Director,3,Married,18051,5,Yes,20,4,2,34,2,4,19,8,0,14
37,Yes,Travel_Frequently,1340,Research & Development,18,2,Life Sciences,2049,2,Female,5,Laboratory Technician,3,Divorced,10603,7,Yes,17,4,3,23,5,2,20,15,5,1
55,Yes,Travel_Frequently,164,Research & Development,2,5,Medical,2050,1,Male,5,Laboratory Technician,4,Married,14187,1,Yes,22,4,2,21,4,3,19,14,2,3
39,Yes,Travel_Frequently,1134,Sales,27,4,Marketing,2051,2,Male,2,Sales Representative,4,Married,4912,6,Yes,17,3,1,36,5,2,9,15,10,11
40,Yes,Travel_Frequently,1240,Sales,26,5,Other,2052,1,Male,2,Sales Representative,1,Single,8407,9,Yes,14,3,0,31,6,1,23,2,1,3
55,Yes,Travel_Rarely,252,Research & Development,17,4,Technical Degree,2053,4,Male,4,Laboratory Technician,4,Single,4217,0,No,14,4,1,21,4,3,10,4,4,0
22,Yes,Travel_Rarely,921,Sales,11,1,Life Sciences,2054,2,Male,4,Sales Executive,2,Married,19342,8,Yes,23,4,1,13,6,1,19,9,0,4
52,Yes,Travel_Frequently,1162,Sales,11,3,Life Sciences,2055,2,Male,2,Sales Executive,2,Married,16213,5,No,22,3,2,25,3,4,8,7,4,3
22,Yes,Travel_Rarely,116,Research & Development,21,4,Technical Degree,2056,2,Male,2,Research Scientist,4,Single,11990,2,No,23,4,3,23,2,1,5,15,13,0
51,Yes,Non-Travel,653,Sales,10,5,Life Sciences,2057,1,Female,3,Sales Executive,4,Single,13143,9,Yes,25,4,2,38,3,4,24,0,8,8
22,Yes,Travel_Frequently,440,Research & Development,23,5,Medical,2058,2,Male,4,Research Scientist,2,Single,15804,7,Yes,15,4,1,32,3,4,27,5,11,4
58,Yes,Travel_Rarely,1161,Research & Development,19,1,Life Sciences,2059,1,Female,4,Research Scientist,2,Single,8483,5,Yes,20,3,0,13,0,2,17,0,15,10
53,Yes,Travel_Rarely,978,Research & Development,7,1,Life Sciences,2060,1,Female,1,Research Scientist,3,Married,10320,3,Yes,14,4,0,21,4,3,10,14,9,11
21,Yes,Travel_Frequently,944,Research & Development,5,3,Other,2061,4,Male,2,Laboratory Technician,2,Divorced,16903,6,Yes,14,3,2,6,1,1,17,15,9,6
42,Yes,Non-Travel,386,Research & Development,11,2,Medical,2062,1,Female,1,Research Scientist,3,Single,9042,8,Yes,14,4,0,3,4,3,12,12,7,17
56,Yes,Travel_Rarely,815,Research & Development,8,5,Medical,2063,1,Female,5,Laboratory Technician,4,Single,14413,3,No,11,3,1,16,5,3,4,13,15,15
52,Yes,Non-Travel,277,Research & Development,12,5,Medical,2064,4,Female,4,Healthcare Representative,3,Married,16863,0,No,13,3,3,18,1,1,20,9,9,16
49,Yes,Travel_Frequently,835,Sales,29,5,Medical,2065,1,Male,2,Sales Executive,3,Single,13651,8,No,13,3,2,40,5,1,2,6,2,5
54,Yes,Travel_Frequently,919,Sales,19,2,Marketing,2066,4,Female,3,Manager,4,Married,11359,0,No,19,3,1,14,3,1,2,11,15,6
24,Yes,Non-Travel,797,Research & Development,9,5,Life Sciences,2067,4,Female,3,Laboratory Technician,2,Single,2555,5,No,22,4,2,9,2,3,7,8,7,9
29,Yes,Travel_Rarely,883,Research & Development,4,4,Other,2068,1,Male,5,Laboratory Technician,1,Divorced,15303,4,No,23,4,1,19,1,3,26,12,13,13
25,Yes,Travel_Frequently,833,Research & Development,8,1,Life Sciences,2069,4,Male,5,Research Scientist,3,Married,7500,1,Yes,17,4,1,24,3,1,19,7,15,3
35,Yes,Travel_Rarely,1040,Sales,2,4,Marketing,2070,3,Female,2,Sales Representative,3,Single,13728,5,Yes,24,4,2,10,3,3,25,8,15,7
21,Yes,Travel_Rarely,978,Research & Development,20,3,Life Sciences,2071,4,Female,1,Laboratory Technician,1,Single,7190,4,No,15,4,1,29,4,3,8,0,9,9
33,Yes,Travel_Rarely,420,Research & Development,28,1,Life Sciences,2072,2,Male,4,Research Scientist,4,Married,13325,4,Yes,13,4,0,30,3,2,21,4,3,16
33,Yes,Non-Travel,239,Research & Development,26,2,Technical Degree,2073,4,Male,3,Healthcare Representative,2,Single,6668,5,No,14,4,2,8,2,2,28,4,13,10
20,Yes,Travel_Frequently,629,Human Resources,22,5,Medical,2074,4,Male,2,Human Resources,1,Married,4879,8,No,21,4,2,17,2,3,29,11,0,0
40,Yes,Travel_Rarely,1248,Sales,1,5,Technical Degree,2075,3,Male,4,Sales Executive,4,Single,15984,7,Yes,11,3,2,29,2,1,23,1,5,16
45,Yes,Travel_Rarely,1242,Research & Development,16,2,Medical,2076,2,Female,4,Research Scientist,1,Single,2213,4,No,16,3,3,35,6,1,37,13,14,13
60,Yes,Travel_Rarely,659,Research & Development,13,4,Technical Degree,2077,1,Male,5,Laboratory Technician,4,Married,2831,9,Yes,14,4,3,35,4,2,1,1,7,10
29,Yes,Travel_Frequently,320,Research & Development,25,3,Medical,2078,2,Male,2,Laboratory Technician,2,Divorced,14007,7,No,25,4,2,33,0,3,19,9,0,13
47,Yes,Travel_Frequently,224,Research & Development,18,3,Medical,2079,3,Male,1,Research Scientist,1,Single,15174,9,Yes,11,4,0,26,0,4,4,3,6,12
53,Yes,Non-Travel,787,Research & Development,19,3,Medical,2080,4,Male,5,Laboratory Technician,3,Divorced,8562,6,No,20,4,2,39,5,4,15,8,13,11
37,Yes,Travel_Rarely,1364,Sales,19,1,Other,2081,3,Male,2,Sales Executive,1,Single,13406,4,Yes,19,4,0,21,1,4,34,4,5,15
25,Yes,Travel_Frequently,817,Research & Development,13,3,Life Sciences,2082,2,Male,2,Healthcare Representative,3,Divorced,16022,4,No,15,4,1,28,6,3,2,13,12,7
57,Yes,Travel_Frequently,1338,Research & Development,3,1,Medical,2083,1,Male,1,Laboratory Technician,3,Single,12652,4,No,16,3,3,30,2,3,27,4,15,3
27,Yes,Travel_Rarely,618,Sales,13,2,Marketing,2084,2,Female,4,Sales Executive,2,Single,10268,3,Yes,21,3,3,25,6,1,30,4,5,9
43,Yes,Travel_Frequently,738,Research & Development,11,5,Medical,2085,3,Male,1,Laboratory Technician,4,Married,16745,0,No,17,4,0,33,3,4,31,12,11,2
35,Yes,Travel_Frequently,1155,Sales,11,5,Life Sciences,2086,4,Female,3,Sales Executive,4,Married,19626,6,No,19,4,1,39,1,4,12,15,8,10
30,Yes,Non-Travel,871,Sales,3,5,Life Sciences,2087,4,Male,5,Sales Executive,1,Single,12558,4,Yes,25,3,3,20,4,4,14,17,3,11
20,Yes,Travel_Frequently,274,Research & Development,18,4,Life Sciences,2088,4,Female,4,Laboratory Technician,1,Married,13758,0,Yes,21,3,2,27,2,1,35,16,9,11
21,Yes,Non-Travel,656,Sales,3,1,Marketing,2089,3,Female,3,Sales Executive,4,Single,6226,0,No,17,3,3,6,2,2,35,7,13,0
39,Yes,Travel_Frequently,1293,Research & Development,17,5,Life Sciences,2090,4,Male,3,Research Scientist,4,Single,8693,9,Yes,11,4,3,12,1,4,28,6,14,15
43,Yes,Travel_Frequently,178,Research & Development,2,5,Life Sciences,2091,2,Male,3,Research Scientist,1,Married,3450,5,Yes,23,4,2,18,3,2,10,18,14,12
40,Yes,Non-Travel,1057,Research & Development,17,3,Life Sciences,2092,1,Male,1,Research Scientist,2,Divorced,8466,4,No,14,4,0,26,5,2,11,0,15,9
47,Yes,Travel_Rarely,778,Research & Development,25,3,Life Sciences,2093,1,Female,5,Laboratory Technician,2,Married,9889,5,No,23,4,2,2,5,4,19,0,4,9
43,Yes,Travel_Frequently,355,Research & Development,15,1,Medical,2094,1,Female,1,Research Scientist,3,Single,11903,0,Yes,17,4,0,32,2,1,26,10,2,15
57,Yes,Travel_Rarely,1155,Sales,25,4,Life Sciences,2095,3,Male,5,Sales Representative,3,Single,2054,5,Yes,19,3,0,15,6,1,24,4,1,1
22,Yes,Non-Travel,551,Sales,1,1,Marketing,2096,2,Female,1,Manager,2,Single,10425,0,Yes,19,3,2,0,2,1,9,7,15,8
48,Yes,Non-Travel,291,Research & Development,5,2,Life Sciences,2097,3,Female,3,Laboratory Technician,2,Single,6057,2,No,18,3,2,22,0,2,26,15,12,10
25,Yes,Travel_Frequently,387,Research & Development,18,4,Medical,2098,4,Female,3,Healthcare Representative,2,Married,3756,8,No,19,3,2,16,5,1,29,18,14,8
44,Yes,Travel_Rarely,554,Research & Development,3,1,Technical Degree,2099,1,Female,3,Laboratory Technician,1,Divorced,7827,4,Yes,15,3,0,22,6,1,4,3,6,4
58,Yes,Travel_Rarely,1303,Research & Development,8,3,Life Sciences,2100,1,Male,3,Laboratory Technician,4,Married,17070,6,No,22,4,1,30,5,3,28,4,13,12
21,Yes,Non-Travel,677,Research & Development,6,3,Medical,2101,1,Male,3,Research Scientist,3,Single,10058,7,No,17,4,0,3,1,2,24,12,13,17
38,Yes,Travel_Frequently,241,Sales,24,3,Marketing,2102,3,Male,3,Sales Executive,3,Single,15953,4,Yes,19,4,0,22,1,2,7,15,8,13
45,Yes,Non-Travel,227,Sales,9,2,Life Sciences,2103,3,Male,2,Sales Executive,4,Single,5082,5,Yes,20,3,0,7,2,3,19,15,6,3
32,Yes,Travel_Frequently,629,Sales,22,4,Life Sciences,2104,4,Female,2,Sales Representative,1,Single,17494,6,Yes,16,3,3,33,0,2,3,6,9,17
20,Yes,Travel_Rarely,427,Research & Development,15,5,Life Sciences,2105,1,Male,4,Laboratory Technician,3,Married,9448,4,No,12,3,2,20,5,3,10,9,12,10
28,Yes,Non-Travel,593,Research & Development,5,1,Medical,2106,3,Female,1,Manufacturing Director,3,Married,10829,7,Yes,12,4,1,19,6,3,13,12,7,17
30,Yes,Non-Travel,393,Sales,14,4,Marketing,2107,4,Male,4,Sales Executive,2,Single,16324,0,Yes,13,3,2,1,5,1,7,2,0,9
59,Yes,Travel_Frequently,1486,Sales,27,4,Life Sciences,2108,4,Female,5,Sales Representative,1,Single,8250,5,No,18,3,0,33,4,1,16,18,10,8
27,Yes,Travel_Rarely,1146,Sales,4,5,Marketing,2109,4,Female,4,Sales Executive,3,Married,14449,9,Yes,20,3,3,33,4,2,34,12,10,8
52,Yes,Travel_Frequently,103,Research & Development,11,2,Medical,2110,1,Male,3,Manufacturing Director,3,Married,17276,7,Yes,21,4,3,30,3,4,38,5,4,1
22,Yes,Travel_Frequently,1081,Research & Development,12,4,Life Sciences,2111,3,Female,2,Research Scientist,3,Single,17442,3,Yes,22,4,0,26,3,3,37,11,4,7
32,Yes,Travel_Frequently,598,Research & Development,12,1,Life Sciences,2112,4,Male,3,Laboratory Technician,2,Single,19363,4,No,16,4,3,19,6,3,30,15,0,17
28,Yes,Travel_Frequently,377,Research & Development,23,4,Other,2113,3,Female,4,Healthcare Representative,3,Single,11872,6,Yes,14,4,3,13,6,1,16,17,5,16
38,Yes,Travel_Frequently,225,Sales,18,2,Life Sciences,2114,3,Female,3,Sales Representative,1,Single,13328,8,No,22,3,2,38,4,1,20,4,9,9
42,Yes,Non-Travel,1056,Research & Development,12,5,Life Sciences,2115,3,Female,2,Research Scientist,4,Single,11546,8,No,12,4,2,35,1,4,4,1,4,12
30,Yes,Travel_Rarely,653,Sales,14,4,Life Sciences,2116,3,Male,1,Sales Representative,4,Married,19189,8,No,19,4,3,10,2,2,15,16,13,4
52,Yes,Non-Travel,880,Sales,12,1,Marketing,2117,1,Male,5,Sales Executive,1,Divorced,5446,1,No,14,3,2,36,6,4,27,10,9,6
20,Yes,Travel_Rarely,1236,Research & Development,15,2,Life Sciences,2118,3,Female,5,Laboratory Technician,2,Single,5056,1,Yes,25,4,3,11,6,2,35,6,6,9
55,Yes,Non-Travel,221,Research & Development,6,4,Life Sciences,2119,1,Female,4,Manufacturing Director,3,Single,18734,1,No,16,4,2,29,4,2,25,8,1,17
35,Yes,Non-Travel,1208,Research & Development,25,2,Life Sciences,2120,2,Male,4,Laboratory Technician,2,Married,3019,7,Yes,16,3,2,36,0,4,38,8,7,17
59,Yes,Non-Travel,167,Human Resources,2,4,Technical Degree,2121,3,Female,4,Human Resources,3,Married,6259,6,No,19,4,2,15,1,3,38,8,8,8
36,Yes,Travel_Rarely,1435,Sales,4,1,Technical Degree,2122,1,Male,1,Sales Representative,2,Married,10421,4,No,18,3,3,10,3,1,0,17,5,3
25,Yes,Non-Travel,1477,Sales,19,2,Technical Degree,2123,3,Female,4,Sales Executive,4,Single,9144,7,No,12,3,0,11,0,2,21,13,4,8
54,Yes,Travel_Rarely,928,Sales,19,5,Medical,2124,4,Female,3,Sales Executive,1,Single,8400,6,Yes,25,3,1,21,1,2,1,2,8,0
22,Yes,Travel_Frequently,1174,Research & Development,9,3,Medical,2125,3,Male,2,Laboratory Technician,2,Single,12722,3,Yes,16,4,1,36,4,4,4,13,12,9
19,Yes,Travel_Rarely,1084,Research & Development,13,1,Medical,2126,2,Male,4,Laboratory Technician,2,Single,13558,7,No,14,4,2,6,6,1,11,15,12,6
19,Yes,Non-Travel,561,Research & Development,8,5,Technical Degree,2127,3,Male,4,Research Scientist,4,Single,2738,2,No,12,3,3,18,5,3,14,5,1,1
23,Yes,Non-Travel,344,Research & Development,1,1,Life Sciences,2128,1,Male,3,Laboratory Technician,1,Single,19261,6,No,18,3,0,33,1,3,40,17,11,4
58,Yes,Travel_Rarely,148,Research & Development,28,3,Life Sciences,2129,2,Female,5,Research Scientist,4,Single,7185,2,No,15,4,1,38,1,3,22,5,7,14
58,Yes,Travel_Frequently,1055,Sales,7,2,Life Sciences,2130,3,Male,3,Sales Executive,4,Married,4473,0,No,21,3,2,9,0,2,10,3,3,10
50,Yes,Travel_Frequently,971,Research & Development,24,2,Life Sciences,2131,2,Female,4,Laboratory Technician,4,Divorced,2231,4,Yes,24,3,2,26,3,1,37,3,9,6
